Id,WnvPresent
1,0.00131584331393
2,0.000750489882194
3,0.00122600235045
4,0.000422258628532
5,0.000422258628532
6,0.000422258628532
7,0.000422258628532
8,0.00122600235045
9,0.00121455127373
10,0.000692687870469
11,0.00113161827903
12,0.000404032150982
13,0.000404032150982
14,0.000404032150982
15,0.000404032150982
16,0.00113161827903
17,0.000908757618163
18,0.000518218264915
19,0.000846687529702
20,0.00030224522925
21,0.00030224522925
22,0.00030224522925
23,0.00030224522925
24,0.000846687529702
25,0.000448031263659
26,0.000406601990107
27,0.000417416624259
28,0.000237134852796
29,0.000237134852796
30,0.000237134852796
31,0.000237134852796
32,0.000417416624259
33,0.000448031263659
34,0.000406601990107
35,0.000417416624259
36,0.000237134852796
37,0.000237134852796
38,0.000237134852796
39,0.000237134852796
40,0.000417416624259
41,0.000448031263659
42,0.000406601990107
43,0.000417416624259
44,0.000237134852796
45,0.000237134852796
46,0.000237134852796
47,0.000237134852796
48,0.000417416624259
49,0.000448031263659
50,0.000406601990107
51,0.000417416624259
52,0.000237134852796
53,0.000237134852796
54,0.000237134852796
55,0.000237134852796
56,0.000417416624259
57,0.000448031263659
58,0.000406601990107
59,0.000417416624259
60,0.000237134852796
61,0.000237134852796
62,0.000237134852796
63,0.000237134852796
64,0.000417416624259
65,0.000448031263659
66,0.000406601990107
67,0.000417416624259
68,0.000237134852796
69,0.000237134852796
70,0.000237134852796
71,0.000237134852796
72,0.000417416624259
73,0.000596500176471
74,0.000522904505488
75,0.000555746024475
76,0.000304978573695
77,0.000304978573695
78,0.000304978573695
79,0.000304978573695
80,0.000555746024475
81,0.000596500176471
82,0.000522904505488
83,0.000555746024475
84,0.000304978573695
85,0.000304978573695
86,0.000304978573695
87,0.000304978573695
88,0.000555746024475
89,0.000596500176471
90,0.000522904505488
91,0.000555746024475
92,0.000304978573695
93,0.000304978573695
94,0.000304978573695
95,0.000304978573695
96,0.000555746024475
97,0.000596500176471
98,0.000522904505488
99,0.000555746024475
100,0.000304978573695
101,0.000304978573695
102,0.000304978573695
103,0.000304978573695
104,0.000555746024475
105,0.000705234531779
106,0.000618231541011
107,0.000657056283671
108,0.000360591919161
109,0.000360591919161
110,0.000360591919161
111,0.000360591919161
112,0.000657056283671
113,0.000705234531779
114,0.000618231541011
115,0.000657056283671
116,0.000360591919161
117,0.000360591919161
118,0.000360591919161
119,0.000360591919161
120,0.000657056283671
121,0.000578063365538
122,0.000506741227582
123,0.000538568187039
124,0.000295549660223
125,0.000295549660223
126,0.000295549660223
127,0.000295549660223
128,0.000538568187039
129,0.000578063365538
130,0.000506741227582
131,0.000538568187039
132,0.000295549660223
133,0.000295549660223
134,0.000295549660223
135,0.000295549660223
136,0.000538568187039
137,0.000578063365538
138,0.000506741227582
139,0.000538568187039
140,0.000295549660223
141,0.000295549660223
142,0.000295549660223
143,0.000295549660223
144,0.000538568187039
145,0.00121455127373
146,0.000692687870469
147,0.00113161827903
148,0.000404032150982
149,0.000404032150982
150,0.000404032150982
151,0.000404032150982
152,0.00113161827903
153,0.00121455127373
154,0.000692687870469
155,0.00113161827903
156,0.000404032150982
157,0.000404032150982
158,0.000404032150982
159,0.000404032150982
160,0.00113161827903
161,0.000908757618163
162,0.000518218264915
163,0.000846687529702
164,0.00030224522925
165,0.00030224522925
166,0.00030224522925
167,0.00030224522925
168,0.000846687529702
169,0.000572420540266
170,0.00040438916767
171,0.000533310696483
172,0.000235844432609
173,0.000235844432609
174,0.000235844432609
175,0.000235844432609
176,0.000533310696483
177,0.000572420540266
178,0.00040438916767
179,0.000533310696483
180,0.000235844432609
181,0.000235844432609
182,0.000235844432609
183,0.000235844432609
184,0.000533310696483
185,0.000632450857665
186,0.000446805730462
187,0.000589241972193
188,0.000260586646618
189,0.000260586646618
190,0.000260586646618
191,0.000260586646618
192,0.000589241972193
193,0.000632450857665
194,0.000446805730462
195,0.000589241972193
196,0.000260586646618
197,0.000260586646618
198,0.000260586646618
199,0.000260586646618
200,0.000589241972193
201,0.000583192857448
202,0.000446805730462
203,0.000543347443454
204,0.000260586646618
205,0.000260586646618
206,0.000260586646618
207,0.000260586646618
208,0.000543347443454
209,0.000596500176471
210,0.000522904505488
211,0.000555746024475
212,0.000304978573695
213,0.000304978573695
214,0.000304978573695
215,0.000304978573695
216,0.000555746024475
217,0.000596500176471
218,0.000522904505488
219,0.000555746024475
